GEOID,E_TOTPOP,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
37101041204,2429,0.7985,0.8391,0.7708,0.3499,0.7364
37101041205,2848,0.8034,0.5206,0.5023,0.6657,0.7208
37101041206,3738,0.8292,0.9663,0.6394,0.3961,0.8045
37101041301,2044,0.2019,0.8236,0.483,0.1829,0.3273
37101041302,3669,0.5375,0.9099,0.2693,0.3385,0.5837
37101041401,3188,0.3318,0.5248,0.3255,0.9186,0.5989
37101041402,5038,0.6898,0.6539,0.6571,0.407,0.6473
37101041504,3559,0.1572,0.2495,0.6295,0.2249,0.1894
37101041505,4217,0.1053,0.1655,0.1054,0.6198,0.1871
37101041506,1600,0.4386,0.546,0.6001,0.2041,0.4015
37101041507,5089,0.2992,0.6956,0.4569,0.0564,0.2364
37101041508,3014,0.3447,0.3957,0.2217,0.2518,0.2792
37101041509,3580,0.1072,0.3998,0.2931,0.4654,0.2273
37101041510,1708,0.2678,0.2314,0.2492,0.468,0.2686
37101041511,2410,0.9193,0.2298,0.5982,0.6679,0.7326
37103920100,3404,0.6314,0.5006,0.6197,0.9016,0.7352
37103920200,2776,0.7723,0.5782,0.5752,0.9053,0.8042
37103920300,3083,0.6193,0.3181,0.5287,0.5653,0.5564
37105030101,4561,0.6144,0.9568,0.7247,0.897,0.8663
37105030102,5810,0.2424,0.3468,0.4739,0.3862,0.2992
37105030200,3513,0.9807,0.9936,0.9358,0.8648,0.9936
37105030300,3158,0.9981,0.9481,0.9668,0.8573,0.9905
37105030401,3929,0.8462,0.9621,0.8546,0.6009,0.8864
37105030402,7595,0.9042,0.9973,0.8048,0.7077,0.9576
37105030502,2382,0.683,0.6672,0.6099,0.6846,0.7231
37105030504,4763,0.5242,0.8095,0.2983,0.2878,0.5201
37105030505,2676,0.6356,0.6312,0.4592,0.256,0.5277
37105030506,2045,0.7511,0.2454,0.7761,0.5411,0.6341
37105030507,3615,0.3841,0.6426,0.466,0.2552,0.411
37105030601,3681,0.0833,0.5604,0.3557,0.3502,0.2216
37105030602,5669,0.2273,0.2465,0.3591,0.2594,0.2034
37105030702,5226,0.6273,0.8875,0.3924,0.635,0.7193
37105030703,1956,0.2216,0.816,0.3539,0.089,0.25
37105030704,2981,0.6212,0.6569,0.5087,0.8073,0.7246
37107010100,4430,0.7936,0.9796,0.8539,0.3559,0.8152
37107010200,2237,0.839,0.9512,0.9917,0.3661,0.8273
37107010300,1389,0.9583,0.7573,0.9981,0.7596,0.9261
37107010400,833,0.7962,0.8326,0.9996,0.7175,0.8591
37107010500,3602,0.9777,0.9205,0.969,0.8705,0.9784
37107010600,3638,0.7947,0.9894,0.8867,0.7368,0.9193
37107010700,1994,0.9826,0.6301,0.9237,0.844,0.9337
37107010800,4661,0.7777,0.535,0.6688,0.9614,0.8307
37107010900,3150,0.7383,0.7997,0.8406,0.9629,0.8924
37107011001,4164,0.5894,0.9148,0.588,0.7709,0.7769
37107011002,4107,0.5856,0.5222,0.3829,0.5729,0.5739
37107011100,5443,0.9174,0.9023,0.6915,0.939,0.9485
37107011201,2763,0.5549,0.6335,0.4475,0.6997,0.6496
37107011202,4027,0.4367,0.8815,0.2462,0.8679,0.7061
37107011301,1494,0.2633,0.5547,0.6231,0.0602,0.2091
37107011302,3389,0.8492,0.9837,0.4996,0.6157,0.8773
37107011400,3750,0.3549,0.8622,0.2957,0.4014,0.5004
37109070100,5329,0.8261,0.9231,0.6356,0.9496,0.9231
37109070201,5407,0.7375,0.8838,0.6677,0.8773,0.8655
37109070202,3004,0.2769,0.2817,0.3044,0.5858,0.3428
37109070300,4019,0.5981,0.836,0.4052,0.6607,0.7015
37109070400,5792,0.7227,0.663,0.1548,0.5081,0.6265
37109070500,4989,0.514,0.6888,0.0819,0.4983,0.5197
37109070600,4390,0.4242,0.4305,0.2217,0.3438,0.361
37109070700,3490,0.2121,0.407,0.2247,0.5218,0.3023
37109070800,6994,0.6008,0.4771,0.315,0.6217,0.578
37109070901,3857,0.3398,0.2086,0.0714,0.3048,0.2254
37109070902,7209,0.0799,0.2245,0.1167,0.0689,0.0489
37109071001,4995,0.4928,0.5646,0.2266,0.5699,0.5242
37109071002,2891,0.4307,0.543,0.219,0.7425,0.5515
37109071101,6140,0.2114,0.1337,0.0993,0.8542,0.3254
37109071102,7555,0.0473,0.1212,0.114,0.1181,0.039
37109071201,1914,0.0977,0.1106,0.0351,0.2139,0.0678
37109071202,4008,0.0678,0.1825,0.1012,0.0795,0.0436
37109071203,5950,0.0462,0.1674,0.0498,0.0572,0.0265
37111970101,2337,0.7458,0.5861,0.1341,0.7474,0.6894
37111970102,3668,0.3371,0.8372,0.1673,0.7206,0.5792
37111970200,4720,0.5394,0.4059,0.0325,0.7187,0.5231
37111970300,3322,0.8159,0.7346,0.3421,0.8743,0.8148
37111970400,2343,0.9663,0.7145,0.5903,0.8114,0.9045
37111970500,3575,0.4708,0.6585,0.3134,0.9583,0.7102
37111970600,3371,0.3011,0.6463,0.2088,0.3548,0.3621
37111970700,4243,0.4932,0.7399,0.2576,0.6096,0.5955
37111970800,4321,0.5886,0.3673,0.0121,0.7743,0.5545
37111970902,4126,0.2458,0.632,0.0819,0.3582,0.3087
37111970903,5583,0.5765,0.5328,0.173,0.8167,0.6413
37111970904,3020,0.3848,0.3404,0.0325,0.6978,0.4212
37113970100,3566,0.1057,0.7047,0.0657,0.2022,0.1811
37113970200,4669,0.5545,0.6831,0.04,0.56,0.553
37113970302,4521,0.4951,0.8023,0.3017,0.6569,0.6405
37113970303,1770,0.8072,0.6236,0.2983,0.872,0.7818
37113970304,2134,0.858,0.5127,0.077,0.9019,0.7742
37113970400,3755,0.453,0.5759,0.0627,0.3764,0.4098
37113970501,1592,0.3674,0.3431,0.0551,0.6414,0.3962
37113970502,2036,0.5034,0.1132,0.1103,0.4241,0.3008
37113970600,6577,0.4428,0.7986,0.1446,0.4816,0.5273
37113970700,6468,0.8379,0.9671,0.2931,0.5975,0.8159
37115010100,2575,0.7811,0.7736,0.1363,0.8489,0.7792
37115010200,2311,0.3311,0.259,0.0106,0.6558,0.3477
37115010400,1745,0.614,0.3052,0.0253,0.29,0.3633
37115010500,4190,0.2367,0.3256,0.0627,0.9674,0.4754
37115010601,2598,0.3163,0.0788,0.0657,0.6142,0.2511
37115010602,4685,0.1788,0.4298,0.0193,0.9201,0.4307
37115010700,3310,0.3413,0.4763,0.1903,0.5009,0.3883
37117970100,4389,0.717,0.763,0.5982,0.9432,0.8398
37117970200,3636,0.872,0.9678,0.7451,0.8595,0.9356
37117970300,3803,0.8008,0.8856,0.8032,0.6626,0.8371
37117970400,1901,0.7958,0.4619,0.7836,0.6176,0.7261
37117970500,5231,0.3595,0.5248,0.4879,0.3722,0.4174
37117970600,3032,0.8212,0.8319,0.8123,0.415,0.7686
37119000101,1148,0.1655,0.014,0.5971,0.4373,0.1091
37119000102,2741,0.0564,0.0049,0.5344,0.5328,0.0587
37119000103,2042,0.039,0.0061,0.7115,0.6959,0.0917
37119000104,1619,0.1265,0.0125,0.2957,0.4972,0.083
37119000301,954,0.3409,0.0189,0.5381,0.3798,0.1708
37119000302,1138,0.5644,0.2984,0.8225,0.6429,0.5966
37119000401,1809,0.2265,0.0197,0.2149,0.5577,0.1352
37119000402,2331,0.1659,0.0167,0.1363,0.2177,0.0477
37119000501,1936,0.5909,0.0155,0.6858,0.9057,0.4867
37119000502,1474,0.1311,0.0019,0.5174,0.5736,0.0735
37119000503,1500,0.247,0.5509,0.6526,0.7986,0.5523
37119000600,4024,0.697,0.0746,0.8278,0.936,0.6871
37119000700,1707,0.3538,0.0076,0.6571,0.5415,0.197
37119000800,3073,0.5655,0.4949,0.8633,0.7437,0.6875
37119000900,1742,0.3818,0.0068,0.6375,0.5123,0.1924
37119001000,3300,0.3436,0.0212,0.3512,0.2912,0.1295
37119001100,3484,0.1,0.0053,0.2179,0.3688,0.0383
37119001200,5146,0.7303,0.1693,0.7141,0.911,0.717
37119001300,4079,0.8394,0.3908,0.761,0.8254,0.7886
37119001400,3813,0.5508,0.0273,0.5971,0.3631,0.275
37119001504,6749,0.9765,0.4245,0.9373,0.7793,0.8932
37119001505,4413,0.9451,0.7596,0.8946,0.7834,0.9163
37119001507,5209,0.9977,0.8145,0.9789,0.836,0.9758
37119001508,6227,0.5004,0.8311,0.9101,0.4835,0.6777
37119001509,3577,0.9023,0.9337,0.9924,0.6357,0.9114
37119001510,3242,0.9239,0.7304,0.9792,0.44,0.8246
37119001603,4540,0.7701,0.8111,0.8671,0.9671,0.9057
37119001605,1587,0.9576,0.5839,0.8773,0.8039,0.8989
37119001606,4502,0.8545,0.4146,0.8727,0.7827,0.8023
37119001607,2609,0.9356,0.9318,0.949,0.9595,0.9792
37119001608,4269,0.9833,0.9477,0.949,0.6982,0.9636
37119001609,3114,0.8557,0.8432,0.949,0.8236,0.9068
37119001701,4437,0.9364,0.549,0.8032,0.9129,0.9034
37119001702,6671,0.9519,0.6172,0.8795,0.6899,0.8758
37119001801,1327,0.7371,0.0386,0.5616,0.3949,0.4155
37119001802,3503,0.4905,0.3904,0.6526,0.2734,0.4269
37119001910,5122,0.9595,0.6005,0.9653,0.6994,0.8898
37119001911,6049,0.8326,0.6592,0.9381,0.5271,0.7761
37119001914,4299,0.8754,0.6812,0.8312,0.7323,0.8485
37119001916,4242,0.8682,0.8849,0.881,0.5623,0.8557
37119001917,4477,0.958,0.8501,0.8165,0.3786,0.8492
37119001918,3923,0.9258,0.7353,0.9539,0.5933,0.8682
37119001919,4075,0.9182,0.2775,0.8739,0.6002,0.7602
37119001920,5388,0.9625,0.7395,0.9264,0.7119,0.9117
37119001921,2659,0.8898,0.7876,0.915,0.3608,0.7973
37119001922,5517,0.9909,0.7429,0.9245,0.6145,0.9144
37119001923,4010,0.8761,0.6922,0.8995,0.6899,0.8473
37119001924,2732,0.9992,0.7834,0.9826,0.7482,0.9625
37119001925,4742,0.9932,0.791,0.9728,0.6952,0.9383
37119001926,3260,0.9383,0.354,0.9026,0.3184,0.7159
37119001927,3189,0.7402,0.6051,0.9687,0.699,0.7739
37119002004,5645,0.1348,0.0712,0.6934,0.4915,0.1985
37119002005,2826,0.3875,0.1643,0.4441,0.5286,0.3636
37119002006,3771,0.2212,0.4782,0.0876,0.7236,0.3856
37119002007,2412,0.5458,0.9682,0.6722,0.3188,0.6773
37119002008,2843,0.0121,0.1162,0.1197,0.022,0.0061
37119002100,3045,0.8352,0.2185,0.5831,0.5365,0.6424
37119002201,2733,0.0394,0.0492,0.3924,0.3408,0.0693
37119002202,3116,0.0777,0.0617,0.2035,0.3177,0.0777
37119002300,3178,0.9886,0.9072,0.9966,0.9296,0.9867
37119002400,3102,0.1864,0.0083,0.2957,0.8682,0.1845
37119002500,2335,0.0977,0.0095,0.2715,0.6797,0.0951
37119002600,1371,0.536,0.1598,0.5918,0.4688,0.4398
37119002701,2925,0.0106,0.0269,0.0819,0.3904,0.0318
37119002702,5849,0.0102,0.1094,0.1276,0.4105,0.0652
37119002800,3777,0.0258,0.1231,0.0057,0.3173,0.0583
37119002903,4323,0.0201,0.0485,0.2296,0.0924,0.0163
37119002905,3363,0.0686,0.1,0.1903,0.6925,0.1678
37119002907,3944,0.0227,0.4877,0.5363,0.156,0.1159
37119002908,3400,0.0807,0.3241,0.1503,0.7384,0.2561
37119002909,1729,0.0602,0.2204,0.2296,0.2563,0.1008
37119002910,3190,0.0477,0.0186,0.2477,0.7066,0.0898
37119003006,4515,0.1409,0.07,0.1884,0.217,0.0848
37119003008,6248,0.2735,0.334,0.3017,0.6941,0.3985
37119003012,4156,0.2015,0.886,0.369,0.582,0.4955
37119003013,4886,0.0042,0.1352,0.1242,0.0693,0.0129
37119003015,5555,0.1167,0.3351,0.3274,0.0375,0.0663
37119003016,4639,0.142,0.1992,0.6794,0.5551,0.2822
37119003017,3830,0.1424,0.6649,0.3557,0.1409,0.2042
37119003018,2449,0.125,0.1219,0.3055,0.2579,0.1136
37119003019,2041,0.0045,0.6687,0.3421,0.0447,0.0606
37119003020,4332,0.0155,0.376,0.0506,0.2086,0.0697
37119003021,2920,0.0364,0.1208,0.1503,0.1363,0.0405
37119003022,3890,0.0966,0.8273,0.2326,0.4907,0.3413
37119003102,4034,0.4405,0.2953,0.5585,0.8603,0.5879
37119003105,3716,0.1678,0.1515,0.085,0.0424,0.0496
37119003106,4391,0.5572,0.5589,0.7062,0.2272,0.4886
37119003108,3455,0.964,0.7437,0.875,0.599,0.8902
37119003109,4034,0.922,0.749,0.9649,0.9902,0.9708
37119003110,2290,0.0034,0.0246,0.2462,0.0682,0.0034
37119003111,3716,0.3205,0.329,0.2523,0.5233,0.3523
37119003201,2553,0.1246,0.064,0.3557,0.4245,0.1337
37119003203,2857,0.4655,0.1015,0.6801,0.2904,0.314
37119003204,3204,0.3814,0.1181,0.2912,0.6357,0.3489
37119003301,1477,0.2716,0.0117,0.3897,0.7259,0.192
37119003302,2661,0.1644,0.1689,0.2115,0.1621,0.1072
37119003401,1892,0.0742,0.003,0.3089,0.1034,0.0053
37119003402,3616,0.0148,0.1253,0.1582,0.3957,0.0731
37119003500,2729,0.0504,0.0098,0.1465,0.6766,0.0644
37119003600,3838,0.3212,0.1072,0.7436,0.8345,0.4674
37119003701,1728,0.1106,0.0015,0.2232,0.6888,0.061
37119003702,2357,0.8201,0.2223,0.7557,0.6225,0.6811
37119003802,3226,0.9159,0.93,0.9585,0.5949,0.9072
37119003805,3857,0.4697,0.0341,0.7217,0.6308,0.3784
37119003807,4581,0.9436,0.783,0.9641,0.7758,0.9212
37119003808,6615,0.9962,0.8084,0.9906,0.8565,0.9735
37119003809,3777,0.8477,0.8652,0.9203,0.6744,0.8731
37119003810,4874,0.7769,0.2658,0.9634,0.6467,0.7034
37119003811,2270,0.6508,0.2518,0.9558,0.5176,0.5973
37119003902,5321,0.9841,0.9432,0.9932,0.9114,0.9883
37119003903,2198,0.9973,0.9958,0.989,0.9368,0.9985
37119004000,3969,0.9788,0.8894,0.9407,0.6725,0.9398
37119004101,1913,0.739,0.0204,0.73,0.2283,0.3129
37119004102,2883,0.5405,0.0348,0.7406,0.387,0.3269
37119004200,2690,0.875,0.7478,0.9362,0.3923,0.7883
37119004302,4567,0.9439,0.8561,0.9781,0.9421,0.9682
37119004303,2962,0.6189,0.6906,0.9562,0.7365,0.7538
37119004304,4363,0.7614,0.9754,0.9826,0.3851,0.8133
37119004306,3942,0.7617,0.9273,0.9834,0.6596,0.8553
37119004307,4766,0.6432,0.1878,0.9101,0.4222,0.5379
37119004400,3913,0.9121,0.6607,0.9509,0.2711,0.7561
37119004500,3158,0.8356,0.6547,0.9456,0.2234,0.6924
37119004600,2443,0.9311,0.479,0.9943,0.8292,0.8856
37119004700,1699,0.4902,0.0613,0.844,0.4699,0.3924
37119004800,2865,0.8814,0.5017,0.9856,0.6615,0.8095
37119004900,831,0.9443,0.4335,0.9951,0.0087,0.5223
37119005000,2614,0.5174,0.4294,0.926,0.7217,0.6538
37119005100,2650,0.9712,0.7675,0.9626,0.883,0.9568
37119005200,1932,0.9856,0.2488,0.9603,0.9008,0.9038
37119005301,4481,0.9034,0.6812,0.9626,0.9485,0.9299
37119005305,4245,0.939,0.9864,0.9974,0.6293,0.9519
37119005306,2258,0.9678,0.6524,0.9702,0.7664,0.914
37119005307,4444,0.9231,0.6865,0.966,0.9364,0.933
37119005308,2423,0.9727,0.7414,0.9977,0.6755,0.9174
37119005403,6003,0.817,0.7293,0.9675,0.6975,0.8295
37119005404,4439,0.5602,0.8796,0.9622,0.5642,0.7367
37119005405,2920,0.5197,0.8046,0.9709,0.2741,0.6163
37119005406,3967,0.4913,0.8682,0.9728,0.4127,0.6731
37119005508,4306,0.0754,0.5452,0.7277,0.0098,0.0792
37119005510,6717,0.842,0.7376,0.9721,0.6043,0.8205
37119005511,3973,0.3466,0.2359,0.9196,0.8811,0.5936
37119005512,5654,0.5303,0.5331,0.9671,0.0761,0.4064
37119005513,4171,0.2492,0.2499,0.8312,0.1715,0.2417
37119005515,2610,0.1951,0.2972,0.7217,0.1246,0.183
37119005516,1950,0.0723,0.2151,0.7277,0.0216,0.0523
37119005517,4049,0.1708,0.0731,0.716,0.0488,0.0701
37119005519,5653,0.353,0.4998,0.8304,0.1219,0.3314
37119005520,5100,0.4284,0.4612,0.9135,0.1265,0.372
37119005522,5015,0.3208,0.1303,0.7983,0.4317,0.3364
37119005525,4457,0.4235,0.362,0.881,0.2317,0.4008
37119005526,2938,0.0451,0.1492,0.8958,0.1174,0.092
37119005527,3031,0.2761,0.5006,0.7934,0.3624,0.4027
37119005528,4058,0.3936,0.3764,0.824,0.4964,0.4826
37119005529,1497,0.214,0.4654,0.7817,0.0969,0.217
37119005530,3603,0.2398,0.3741,0.8761,0.4824,0.4038
37119005531,5984,0.4617,0.1321,0.716,0.109,0.2405
37119005532,4137,0.3576,0.0292,0.8984,0.563,0.3102
37119005533,990,0.5473,0.0023,0.7092,0.2972,0.1663
37119005534,5057,0.4822,0.0761,0.8361,0.9334,0.5951
37119005535,4009,0.4417,0.1677,0.9305,0.6645,0.5235
37119005536,6145,0.2883,0.2302,0.8682,0.861,0.5417
37119005604,5808,0.6655,0.0064,0.7326,0.975,0.5542
37119005609,3484,0.6443,0.0401,0.9169,0.9985,0.7424
37119005610,2567,0.6205,0.5975,0.8697,0.4116,0.6352
37119005611,3997,0.3981,0.0822,0.9339,0.2692,0.3
37119005612,5894,0.4345,0.2745,0.8739,0.1772,0.3473
37119005613,3829,0.4193,0.5119,0.9562,0.3116,0.4841
37119005615,2302,0.2189,0.6975,0.8958,0.0988,0.3019
37119005616,2472,0.8523,0.8663,0.8939,0.3726,0.7958
37119005617,2903,0.4742,0.8118,0.9215,0.0356,0.4053
37119005618,3523,0.4402,0.6657,0.8448,0.1178,0.4246
37119005619,4799,0.4746,0.3892,0.8595,0.0439,0.2833
37119005621,6331,0.383,0.8334,0.7179,0.3298,0.5466
37119005622,1744,0.5943,0.2083,0.9162,0.5562,0.567
37119005623,3779,0.6367,0.0394,0.8841,0.5649,0.4686
37119005624,2930,0.5178,0.2783,0.8958,0.0507,0.2845
37119005625,6676,0.4269,0.1299,0.875,0,0.1129
37119005626,3682,0.6364,0.4809,0.9298,0.0719,0.4303
37119005627,7891,0.7845,0.7944,0.9271,0.485,0.7712
37119005709,4643,0.2583,0.1518,0.5804,0.4426,0.283
37119005710,4924,0.6182,0.5562,0.7579,0.7126,0.6962
37119005712,3426,0.1027,0.1371,0.2908,0.2332,0.1015
37119005713,4398,0.175,0.3661,0.307,0.1272,0.1417
37119005714,6095,0.0261,0.245,0.2832,0.0576,0.0371
37119005715,2932,0.1723,0.7925,0.3421,0.1015,0.225
37119005716,5535,0.2193,0.719,0.801,0.3514,0.4356
37119005718,3672,0.5443,0.6149,0.6469,0.0451,0.3455
37119005719,3347,0.7534,0.7194,0.5415,0.5661,0.7189
37119005720,2147,0.1932,0.4513,0.2662,0.0825,0.1345
37119005721,3594,0.2318,0.0314,0.2557,0.0939,0.0576
37119005722,2128,0.197,0.8701,0.5468,0.1325,0.3208
37119005723,3263,0.3947,0.3506,0.7942,0.0992,0.2875
37119005811,4227,0.4466,0.4714,0.523,0.1064,0.2996
37119005815,3478,0.3856,0.5399,0.3346,0.1704,0.311
37119005816,4185,0.0273,0.3196,0.395,0.2325,0.103
37119005817,4307,0.1121,0.6323,0.395,0.008,0.078
37119005824,4805,0.8542,0.8379,0.8565,0.4968,0.811
37119005826,3054,0.6258,0.6009,0.8014,0.1674,0.5212
37119005827,2400,0.7553,0.2757,0.9014,0.4332,0.6231
37119005828,3667,0.1242,0.4888,0.1926,0.1314,0.1307
37119005829,2016,0.4977,0.5021,0.9037,0.4619,0.5705
37119005830,3630,0.2564,0.393,0.6273,0.0227,0.1277
37119005832,2978,0.0489,0.3855,0.375,0.3139,0.1455
37119005833,5537,0.0621,0.6869,0.4063,0.3881,0.2576
37119005834,4441,0.2038,0.5642,0.5253,0.6622,0.4443
37119005835,2456,0.1648,0.4476,0.1197,0.1666,0.1511
37119005836,3929,0.5795,0.1325,0.656,0.2192,0.3508
37119005839,2465,0.3542,0.2242,0.5891,0.2658,0.2936
37119005840,2085,0.067,0.4404,0.4562,0.2268,0.1553
37119005843,3174,0.3629,0.7066,0.6707,0.0329,0.2667
37119005845,6497,0.0905,0.3063,0.773,0.1242,0.1371
37119005846,3773,0.0436,0.1708,0.3346,0.0178,0.0223
37119005847,5487,0.0595,0.3703,0.5034,0.4264,0.2019
37119005848,5016,0.0352,0.2749,0.3157,0.0087,0.0216
37119005849,3666,0.117,0.3143,0.4271,0.4305,0.2182
37119005850,2712,0.042,0.1658,0.469,0.4752,0.1443
37119005851,4668,0.2875,0.6403,0.5831,0.0916,0.2652
37119005852,2058,0.3655,0.0901,0.179,0.1496,0.1424
37119005853,2241,0.4773,0.1965,0.8048,0.3476,0.4178
37119005854,2718,0.0053,0.0629,0.935,0.7675,0.189
37119005855,4611,0.2227,0.4358,0.469,0.1799,0.2265
37119005856,2600,0.028,0.3544,0.6998,0.2128,0.1292
37119005857,2109,0.0307,0.025,0.6518,0.5555,0.0936
37119005858,4081,0.4034,0.557,0.7436,0.3203,0.4583
37119005859,2635,0.0572,0.2768,0.4286,0.1503,0.0977
37119005860,4522,0.2326,0.3957,0.6114,0.2367,0.2648
37119005861,2698,0.2311,0.7592,0.3346,0.3525,0.3803
37119005862,3142,0.0795,0.4021,0.4131,0.1594,0.125
37119005863,3846,0.1337,0.766,0.6073,0.3158,0.3424
37119005864,4922,0.0992,0.1897,0.6594,0.0613,0.0773
37119005865,2098,0.186,0.1147,0.4203,0.4282,0.1939
37119005866,4224,0.6852,0.1833,0.781,0.5665,0.5845
37119005867,3728,0.7155,0.724,0.8489,0.5971,0.7473
37119005868,2733,0.4568,0.5025,0.5415,0.7478,0.6008
37119005908,2291,0.0845,0.0515,0.6231,0.1083,0.0568
37119005910,5967,0.5932,0.588,0.9203,0.3465,0.6004
37119005913,6822,0.7076,0.4112,0.8958,0.3968,0.6242
37119005915,2828,0.4807,0.0329,0.9128,0.2669,0.2769
37119005916,2567,0.9242,0.8834,0.9834,0.688,0.9159
37119005918,5465,0.2133,0.599,0.864,0.0352,0.1977
37119005919,3238,0.5223,0.7289,0.6518,0.1628,0.4784
37119005920,2302,0.7902,0.7243,0.8482,0.8796,0.867
37119005921,4010,0.1841,0.251,0.8376,0.3268,0.2636
37119005922,3932,0.2053,0.3396,0.8335,0.0526,0.1549
37119005923,5744,0.3735,0.7486,0.9313,0.4324,0.5818
37119005924,6696,0.3689,0.6251,0.7406,0.0772,0.3189
37119005925,3196,0.1966,0.1791,0.773,0.1257,0.161
37119005926,7576,0.0076,0.3105,0.6431,0.0246,0.0345
37119005927,8152,0.3231,0.2514,0.9456,0.7615,0.5394
37119005928,1760,0.4174,0.0326,0.824,0.1261,0.1716
37119005929,4515,0.258,0.2685,0.8376,0.4654,0.3689
37119005930,3077,0.6947,0.9398,0.8233,0.6501,0.8144
37119005931,4042,0.5773,0.5449,0.8361,0.2071,0.5061
37119005932,2448,0.4038,0.3393,0.8788,0.5074,0.4902
37119006005,3409,0.5133,0.7209,0.7708,0.3669,0.5894
37119006008,3381,0.433,0.1041,0.8206,0.3802,0.3598
37119006009,3244,0.686,0.6433,0.8433,0.17,0.5693
37119006011,3277,0.5364,0.7134,0.8795,0.5172,0.6591
37119006012,4895,0.8208,0.4578,0.8625,0.1007,0.547
37119006013,4610,0.3587,0.0977,0.9743,0.0534,0.1682
37119006014,4001,0.0428,0.2503,0.7092,0.0095,0.0367
37119006015,4099,0.2951,0.4608,0.8014,0.0318,0.1875
37119006016,2622,0.9375,0.5316,0.98,0.1079,0.6716
37119006103,4596,0.3417,0.6028,0.6688,0.3658,0.4515
37119006105,2856,0.1973,0.1757,0.7557,0.0197,0.0856
37119006108,4566,0.5826,0.1446,0.9128,0.4483,0.4924
37119006109,3190,0.9011,0.5824,0.9872,0.7096,0.853
37119006110,5579,0.6277,0.7262,0.8841,0.2291,0.6042
37119006111,3887,0.2939,0.2423,0.8527,0.262,0.303
37119006112,2458,0.4576,0.5301,0.9173,0.6036,0.6167
37119006113,3468,0.0614,0.0647,0.8248,0.3378,0.1235
37119006114,3443,0.5144,0.0829,0.9215,0.4752,0.436
37119006115,4170,0.3534,0.5441,0.9755,0.7179,0.6223
37119006208,3741,0.1496,0.1356,0.1125,0.5718,0.1883
37119006209,4924,0.2436,0.081,0.3539,0.2242,0.1409
37119006210,4569,0.1489,0.4828,0.4301,0.0776,0.1356
37119006211,6283,0.0322,0.7584,0.1926,0.1833,0.1496
37119006212,4427,0.1523,0.4593,0.5789,0.3306,0.2617
37119006214,4059,0.0386,0.1942,0.4215,0.0276,0.0311
37119006216,2042,0.0883,0.1651,0.0684,0.1053,0.0511
37119006217,2996,0.017,0.0557,0.0627,0.0606,0.0072
37119006218,3069,0.025,0.0856,0.1435,0,0.0023
37119006219,2995,0.1367,0.0882,0.2715,0.0337,0.0356
37119006220,2866,0.0663,0.1045,0.0963,0.178,0.0545
37119006221,4297,0.0788,0.0538,0.4909,0.0061,0.0117
37119006222,3804,0.3102,0.8095,0.307,0.3563,0.442
37119006223,2661,0.2784,0.1867,0.5642,0.134,0.1788
37119006224,3182,0.5462,0.8523,0.5744,0.7789,0.7405
37119006305,4138,0.0193,0.0795,0.7659,0.0136,0.014
37119006306,1342,0.1439,0.6214,0.4452,0.315,0.2803
37119006307,5420,0.0962,0.0867,0.5789,0.8535,0.2905
37119006308,4036,0.1682,0.2344,0.1314,0.0947,0.0879
37119006309,1813,0.5958,0.9364,0.5759,0.5952,0.7383
37119006310,3485,0.3038,0.4139,0.361,0.0458,0.1538
37119006311,3971,0.047,0.0439,0.2115,0.0106,0.0042
37119006403,5969,0.2439,0.22,0.4592,0.6297,0.3447
37119006404,7229,0.0098,0.1284,0.1952,0,0.0027
37119006407,4110,0.0527,0.2897,0.3301,0.0072,0.0258
37119006408,2766,0.1148,0.0704,0.2613,0.2999,0.0992
37119006409,3334,0.0417,0.4563,0.0721,0.2828,0.1182
37119006410,3478,0.1818,0.5627,0.4094,0.0583,0.1462
37119006411,2915,0.8049,0.8016,0.6212,0.5536,0.7682
37119980100,0,NA,NA,NA,NA,NA
37119980200,0,NA,NA,NA,NA,NA
37119980300,0,NA,NA,NA,NA,NA
37121950100,1922,0.4909,0.3627,0.0151,0.5952,0.4413
37121950200,3671,0.5598,0.5952,0.0351,0.7262,0.586
37121950300,4282,0.7053,0.6929,0.2693,0.9587,0.7936
37121950400,5114,0.2489,0.6384,0.0423,0.7838,0.4689
37123960101,1500,0.7402,0.7497,0.3229,0.2484,0.5909
37123960102,5950,0.8277,0.9883,0.8123,0.8311,0.939
37123960201,2008,0.242,0.2605,0.4524,0.8974,0.472
37123960202,4098,0.6114,0.8076,0.5117,0.3355,0.6121
37123960301,1428,0.1769,0.8254,0.1314,0.4566,0.3708
37123960302,2962,0.133,0.153,0.0532,0.2575,0.1049
37123960401,1968,0.6235,0.4756,0.7942,0.9739,0.7939
37123960402,1935,0.1583,0.8785,0.3301,0.1113,0.2523
37123960501,2043,0.7636,0.8466,0.9075,0.6638,0.817
37123960502,1947,0.5697,0.5521,0.1039,0.39,0.4629
37125950100,3162,0.4303,0.4521,0.3731,0.3415,0.3947
37125950201,3234,0.8538,0.8277,0.7538,0.7702,0.8754
37125950202,4034,0.5,0.6982,0.1582,0.4002,0.489
37125950303,2154,0.0299,0.2734,0.3622,0.0163,0.0261
37125950304,2469,0.7485,0.6736,0.4026,0.5468,0.686
37125950305,3240,0.0402,0.5949,0.4286,0.3196,0.1913
37125950306,2102,0.3356,0.3078,0.3229,0.1318,0.2061
