GEOID,E_TOTPOP,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
37045951400,5809,0.7311,0.6895,0.3829,0.6713,0.7136
37045951501,5468,0.3883,0.3245,0.3852,0.9648,0.6136
37045951502,1327,0.0814,0.51,0.114,0.3491,0.1773
37045951503,2463,0.5871,0.6952,0.2066,0.7255,0.6519
37045951601,4023,0.7091,0.3139,0.6106,0.0833,0.3765
37045951602,4252,0.7174,0.6744,0.2625,0.7944,0.7292
37047930100,4351,0.8,0.3885,0.6873,0.3892,0.6348
37047930200,2152,0.9148,0.7164,0.8221,0.5691,0.8311
37047930300,2171,0.5659,0.7842,0.5684,0.6251,0.6841
37047930400,3077,0.5723,0.5657,0.6892,0.5146,0.6087
37047930500,3979,0.661,0.5108,0.5072,0.6706,0.6561
37047930600,3116,0.7686,0.206,0.4475,0.7732,0.6568
37047930700,3936,0.6045,0.6145,0.7073,0.7402,0.7072
37047930800,3746,0.5235,0.6346,0.4936,0.3317,0.5076
37047930900,4118,0.761,0.9421,0.8165,0.8338,0.8928
37047931000,5531,0.8557,0.7433,0.6507,0.9447,0.8977
37047931100,3375,0.8708,0.9769,0.2878,0.376,0.7962
37047931201,4876,0.9045,0.7198,0.6794,0.8417,0.8886
37047931202,1248,0.7023,0.2961,0.6356,0.0814,0.3716
37047931301,2008,0.7917,0.5161,0.48,0.2745,0.5886
37047931302,3143,0.8659,0.212,0.2715,0.49,0.597
37049960101,3653,0.367,0.1204,0.2421,0.1045,0.1375
37049960102,4470,0.7212,0.3465,0.3327,0.4131,0.5288
37049960201,3714,0.7773,0.8179,0.5665,0.8224,0.8277
37049960202,4080,0.7879,0.178,0.4868,0.8027,0.6788
37049960301,2174,0.1398,0.4968,0.4215,0.0769,0.1311
37049960302,3747,0.4739,0.8493,0.577,0.3287,0.5697
37049960401,4337,0.3958,0.5691,0.4369,0.7115,0.5644
37049960402,4536,0.4814,0.9674,0.7538,0.9311,0.8443
37049960403,4086,0.0091,0.4078,0.0144,0.0155,0.0133
37049960404,2973,0.2595,0.6653,0.3376,0.4498,0.403
37049960501,3841,0.4716,0.0772,0.4936,0.9345,0.5428
37049960502,4262,0.8784,0.9557,0.7708,0.958,0.9621
37049960600,5883,0.6864,0.7421,0.8255,0.9943,0.903
37049960700,1908,0.7152,0.9549,0.469,0.4529,0.7413
37049960800,2460,0.8693,0.9034,0.8852,0.9125,0.9379
37049960900,1774,0.9557,0.9735,0.7496,0.73,0.9458
37049961002,4326,0.5159,0.9012,0.4649,0.7543,0.7273
37049961003,6430,0.0902,0.1109,0.2247,0.0807,0.0443
37049961004,4893,0.1383,0.3078,0.395,0.4521,0.2375
37049961101,6154,0.3242,0.5812,0.3977,0.0685,0.2311
37049961102,3621,0.6542,0.3631,0.5831,0.1617,0.4258
37049961201,2700,0.5083,0.1776,0.6125,0.1234,0.2799
37049961202,3664,0.572,0.1344,0.7092,0.2567,0.3742
37049961301,3185,0.5053,0.3945,0.4849,0.607,0.5367
37049961302,3684,0.6034,0.3612,0.5381,0.7694,0.6409
37049961303,4543,0.6765,0.7872,0.6801,0.2442,0.6235
37051000200,2143,0.9871,0.9701,0.9619,0.9852,0.9981
37051000500,2246,0.9534,0.9371,0.7983,0.7172,0.9322
37051000600,5420,0.5898,0.8561,0.7353,0.8618,0.803
37051000701,5568,0.3121,0.8342,0.5117,0.2295,0.4311
37051000702,2116,0.3364,0.3317,0.4524,0.4748,0.3773
37051000800,2437,0.6091,0.5407,0.6057,0.6812,0.6587
37051000900,4265,0.4557,0.7103,0.6005,0.5528,0.5981
37051001000,2397,0.8723,0.6551,0.9392,0.9894,0.9405
37051001100,3683,0.864,0.4211,0.9743,0.755,0.8098
37051001200,5099,0.8928,0.6429,0.9056,0.9175,0.9076
37051001401,3361,0.4735,0.6581,0.614,0.8913,0.7133
37051001402,2541,0.9818,0.9792,0.9101,0.8444,0.9845
37051001500,2842,0.7557,0.9743,0.6952,0.7183,0.8689
37051001603,3618,0.9337,0.9356,0.7942,0.8493,0.9466
37051001604,8193,0.6417,0.8603,0.8448,0.9534,0.8739
37051001605,3884,0.8398,0.7035,0.7931,0.7671,0.8367
37051001606,4097,0.7159,0.5998,0.7372,0.5343,0.6909
37051001701,2757,0.9511,0.9708,0.815,0.6687,0.9375
37051001702,5427,0.878,0.8039,0.852,0.5195,0.8189
37051001800,2398,0.9742,0.797,0.6548,0.716,0.9095
37051001901,2199,0.8792,0.9254,0.7081,0.6354,0.878
37051001902,4371,0.9061,0.8917,0.8414,0.6963,0.9027
37051001903,3696,0.9606,0.8569,0.7908,0.8754,0.9508
37051002001,3475,0.8553,0.6308,0.8712,0.6312,0.8038
37051002002,5022,0.8337,0.8451,0.8191,0.7308,0.8636
37051002100,4130,0.6985,0.6479,0.7387,0.6134,0.7205
37051002200,2611,0.7114,0.1348,0.8085,0.8201,0.6712
37051002301,3231,0.7852,0.961,0.9271,0.9686,0.9523
37051002302,1077,0.9299,0.9353,0.9354,0.8156,0.9504
37051002401,1393,0.9648,0.9614,0.9298,0.9546,0.989
37051002402,2931,0.847,0.3449,0.9215,0.8266,0.8027
37051002501,7952,0.6689,0.866,0.8142,0.6747,0.783
37051002503,4335,0.428,0.4222,0.6756,0.5589,0.5144
37051002504,7854,0.3708,0.808,0.7579,0.6202,0.6428
37051002505,3960,0.8758,0.9046,0.8048,0.9917,0.9739
37051002506,3503,0.4667,0.5608,0.8259,0.7637,0.6644
37051002600,5143,0.6337,0.794,0.469,0.5687,0.6833
37051002701,2831,0.1909,0.5346,0.483,0.8504,0.4996
37051002702,5976,0.492,0.752,0.6658,0.1056,0.4364
37051002801,4251,0.1205,0.0644,0.5072,0.2666,0.1087
37051002802,2629,0.6777,0.4426,0.2492,0.34,0.4871
37051002900,4799,0.7856,0.6838,0.4562,0.3003,0.6394
37051003002,2548,0.6625,0.6691,0.5174,0.6426,0.6898
37051003003,7238,0.2928,0.7153,0.6246,0.0973,0.3042
37051003004,7556,0.2644,0.6713,0.6197,0.4725,0.4564
37051003102,6125,0.261,0.7524,0.7217,0.5797,0.5443
37051003103,6385,0.4727,0.8872,0.7353,0.5263,0.6723
37051003105,4766,0.7261,0.8224,0.7024,0.2923,0.678
37051003106,2179,0.375,0.8402,0.5502,0.3998,0.5473
37051003203,4629,0.7955,0.7914,0.8448,0.5793,0.7928
37051003205,4360,0.6208,0.8088,0.8625,0.4797,0.7064
37051003206,5817,0.2261,0.8679,0.8606,0.2942,0.4739
37051003207,7968,0.3405,0.8735,0.6326,0.1159,0.414
37051003208,4323,0.867,0.6853,0.9245,0.4707,0.786
37051003209,4265,0.5542,0.8508,0.7458,0.2616,0.6045
37051003302,5846,0.8913,0.9061,0.9316,0.9856,0.9769
37051003304,7944,0.8167,0.7365,0.8788,0.4184,0.7489
37051003307,3648,0.7284,0.844,0.9422,0.7906,0.8511
37051003310,5255,0.8413,0.7857,0.9237,0.7225,0.8617
37051003311,3002,0.7038,0.3559,0.9256,0.9303,0.7814
37051003312,7710,0.703,0.7895,0.8867,0.6804,0.7848
37051003313,7816,0.4777,0.7092,0.9113,0.4388,0.6201
37051003314,7354,0.7326,0.7929,0.9067,0.9262,0.8811
37051003315,4807,0.5693,0.7387,0.8693,0.8981,0.7977
37051003316,1998,0.6966,0.6414,0.8595,0.4214,0.6795
37051003317,3266,0.417,0.7641,0.8391,0.5475,0.6371
37051003318,2555,0.5117,0.3802,0.8467,0.5846,0.5777
37051003401,2823,0.6856,0.3336,0.6949,0.2109,0.4758
37051003403,3661,0.6769,0.3203,0.7738,0.1011,0.4087
37051003404,2941,NA,NA,0.557,NA,NA
37051003408,5132,0.4962,0.053,0.7319,0.588,0.4186
37051003409,4741,0.1549,0.0208,0.6292,0.1212,0.0557
37051003410,4337,0.5557,0.0276,0.7115,0.081,0.1614
37051003501,3386,0.7409,0.8845,0.8467,0.3684,0.7398
37051003502,1507,0.7564,0.2541,0.9056,0.7012,0.6996
37051003601,2859,0.8447,0.4301,0.8421,0.9072,0.836
37051003602,2158,0.6667,0.5498,0.844,0.524,0.6648
37051003700,7416,0.3773,0.8001,0.5884,0.6047,0.6106
37051003800,2304,0.9564,0.9038,0.9271,0.9122,0.9716
37051980100,67,NA,NA,0.1258,NA,NA
37051980200,654,NA,NA,0.6469,NA,NA
37053110101,1279,0.1076,0.2261,0.0091,0.1348,0.0712
37053110102,1473,0.1133,0.1003,0.0193,0.0485,0.0299
37053110201,5396,0.2068,0.1552,0.1276,0.2722,0.1451
37053110202,3831,0.0542,0.1386,0.0593,0.0545,0.0254
37053110301,5358,0.2523,0.3419,0.2594,0.1954,0.1981
37053110302,3817,0.7,0.8289,0.4569,0.6645,0.7405
37053110401,3379,0.708,0.5922,0.1314,0.5362,0.6038
37053110403,2118,0.3485,0.2162,0.3591,0.1946,0.2258
37053110404,1965,0.4723,0.2999,0.2651,0.1037,0.2322
37055970101,4199,0.1894,0.0682,0.0449,0.2586,0.0973
37055970102,3675,0.1712,0.2813,0.1548,0.1836,0.1322
37055970200,5467,0.4595,0.398,0.2791,0.2037,0.3148
37055970301,4439,0.4943,0.0223,0.0336,0.0367,0.0561
37055970302,2673,0.4091,0.3669,0.2372,0.3362,0.3341
37055970400,3158,0.1428,0.0594,0.0755,0.3839,0.1042
37055970501,1115,0.9208,0.9981,0.3539,0.2931,0.8564
37055970502,3488,0.5947,0.4086,0.1681,0.8046,0.6068
37055970601,6840,0.2655,0.7868,0.4033,0.8425,0.611
37055970602,2106,0.3114,0.6532,0.0551,0.7713,0.5049
37057060101,5919,0.25,0.39,0.4475,0.4873,0.3462
37057060103,2601,0.1144,0.585,0.173,0.0326,0.0833
37057060104,6627,0.1735,0.262,0.219,0.0704,0.0875
37057060201,4255,0.2693,0.6217,0.1767,0.4161,0.3542
37057060202,2474,0.4004,0.415,0.2149,0.6482,0.4549
37057060203,6310,0.2674,0.3786,0.1477,0.2461,0.2167
37057060301,4860,0.3223,0.3688,0.1394,0.237,0.2436
37057060302,4691,0.3795,0.1613,0.0721,0.1806,0.1769
37057060303,3909,0.2985,0.2677,0.1103,0.2416,0.2015
37057060304,3479,0.3258,0.2408,0.2372,0.2238,0.2208
37057060400,5082,0.361,0.6592,0.0181,0.3495,0.3712
37057060500,5728,0.297,0.4472,0.2492,0.3646,0.3095
37057060601,4505,0.3159,0.7527,0.2931,0.0822,0.2633
37057060602,3386,0.4712,0.3472,0.361,0.0617,0.2152
37057060700,6070,0.7761,0.6706,0.7594,0.6183,0.7576
37057060800,4529,0.9341,0.9818,0.727,0.8323,0.9629
37057060900,4150,0.767,0.4782,0.6295,0.5214,0.6625
37057061000,5024,0.6572,0.6827,0.5359,0.6641,0.6977
37057061101,2762,0.5553,0.8425,0.2715,0.8697,0.7356
37057061102,5107,0.7254,0.8118,0.1197,0.1825,0.5386
37057061202,2734,0.5038,0.6785,0.3591,0.3022,0.478
37057061203,4142,0.642,0.9652,0.7628,0.3756,0.7333
37057061204,2423,0.6557,0.9175,0.2662,0.4502,0.6727
37057061300,2531,0.8424,0.7686,0.6722,0.9542,0.9015
37057061400,3131,0.9989,0.8709,0.7965,0.9625,0.9898
37057061501,4502,0.9413,0.9599,0.8512,0.8963,0.972
37057061502,2763,0.236,0.0848,0.0993,0.4123,0.1633
37057061600,3474,0.8625,0.9455,0.8278,0.9349,0.9489
37057061701,4795,0.4068,0.5555,0.2372,0.5498,0.4644
37057061703,4851,0.4489,0.2427,0.0423,0.2953,0.2693
37057061704,4304,0.3886,0.4229,0.1903,0.5066,0.3996
37057061705,3483,0.5337,0.702,0.0351,0.2791,0.4417
37057061803,3229,0.6299,0.9402,0.469,0.4411,0.6989
37057061805,2797,0.5125,0.4506,0.077,0.0519,0.2102
37057061806,3155,0.4159,0.3919,0.0423,0.2389,0.2758
37057061807,2395,0.0337,0.0708,0.0378,0.0398,0.0083
37057061808,4206,0.3606,0.6516,0.3176,0.2079,0.3557
37057061902,5442,0.6254,0.476,0.0699,0.5778,0.5375
37057061903,3032,0.9655,0.2367,0.1012,0.5706,0.6905
37057061904,2419,0.1924,0.4388,0.0128,0.5346,0.2727
37057062001,4376,0.5928,0.3484,0.0023,0.3321,0.3769
37057062002,3846,0.6883,0.5044,0.0336,0.8217,0.6572
37059080101,4371,0.5883,0.5494,0.3421,0.6282,0.5977
37059080102,3692,0.3042,0.6331,0.5034,0.6486,0.517
37059080200,5477,0.1303,0.3578,0.0578,0.3654,0.1754
37059080301,5356,0.1163,0.379,0.0963,0.7883,0.3133
37059080302,3431,0.4598,0.9103,0.1465,0.3972,0.5534
37059080400,5368,0.2648,0.2741,0.1012,0.3605,0.2295
37059080500,5123,0.6197,0.8822,0.4615,0.7641,0.7583
37059080600,4320,0.3598,0.5752,0.2462,0.7959,0.5572
37059080701,3348,0.6534,0.3438,0.1926,0.3915,0.4572
37059080702,2544,0.8042,0.852,0.3191,0.4532,0.7212
37061090101,2607,0.6992,0.6789,0.8376,0.5168,0.7106
37061090102,2803,0.8148,0.763,0.6484,0.8357,0.8432
37061090103,1430,0.8254,0.9996,0.6983,0.212,0.8451
37061090201,1436,0.5973,0.7111,0.8206,0.7861,0.7534
37061090202,2317,0.8375,0.88,0.6975,0.9663,0.9269
37061090301,2449,0.5875,0.8296,0.8527,0.8728,0.8102
37061090302,2281,0.9333,0.9867,0.9022,0.9913,0.9966
37061090401,2582,0.7242,0.9625,0.7489,0.4176,0.7735
37061090402,2989,0.5576,0.7887,0.6326,0.986,0.8337
37061090503,3061,0.2697,0.2878,0.2832,0.5941,0.3398
37061090504,1400,0.3545,0.184,0.7194,0.3737,0.3443
37061090505,2232,0.6879,0.5945,0.4909,0.2881,0.5617
37061090506,2203,0.3519,0.997,0.7889,0.1708,0.6178
37061090600,2981,0.5246,0.6195,0.1767,0.4559,0.4973
37061090703,1629,0.164,0.6884,0.3512,0.2204,0.2591
37061090704,1699,0.6917,0.9212,0.8289,0.4703,0.7614
37061090705,2587,0.7814,0.9277,0.7081,0.8001,0.8777
37061090706,3168,0.8348,0.9519,0.7398,0.401,0.8091
37061090801,3001,0.8905,0.9811,0.761,0.8285,0.9496
37061090803,1655,0.4337,0.1151,0.6741,0.6251,0.4348
37061090804,2802,0.989,0.9152,0.8346,0.9796,0.9917
37063000101,3845,0.6129,0.4551,0.8512,0.3548,0.5659
37063000102,3710,0.7004,0.5187,0.8214,0.8785,0.7795
37063000200,3381,0.8258,0.262,0.7768,0.8395,0.7633
37063000301,2917,0.5439,0.0481,0.6832,0.7236,0.467
37063000302,3662,0.3348,0.5032,0.463,0.6513,0.4905
37063000401,2551,0.2527,0.3601,0.2855,0.05,0.1216
37063000402,2653,0.6121,0.0193,0.5415,0.4078,0.2902
37063000500,4432,0.8121,0.3378,0.8142,0.992,0.8723
37063000600,4724,0.3727,0.0825,0.5714,0.7516,0.4189
37063000700,3965,0.2375,0.1234,0.5189,0.8005,0.3795
37063000900,1853,0.8307,0.507,0.9392,0.4415,0.7227
37063001001,3378,0.9917,0.8951,0.8852,0.7092,0.9534
37063001002,5501,0.961,0.7315,0.9585,0.8694,0.9409
37063001100,3191,0.9947,0.9534,0.9434,0.9962,0.9989
37063001301,1876,0.9553,0.6929,0.9464,0.8243,0.9235
37063001303,4495,0.6989,0.0966,0.912,0.9046,0.6943
37063001304,2426,0.978,0.9515,0.952,0.9618,0.9913
37063001400,2984,0.8989,0.9349,0.9705,0.9413,0.967
37063001501,3304,0.547,0.0011,0.7443,0.71,0.2644
37063001503,1750,NA,NA,0.7179,NA,NA
37063001504,2332,0.9784,0.2533,0.9037,0.9909,0.9386
37063001505,3537,0.9205,0.0875,0.9026,0.9633,0.8212
37063001601,5395,0.3864,0.4385,0.6688,0.3733,0.4322
37063001603,7310,0.1527,0.5312,0.4441,0.2605,0.242
37063001604,6722,0.1515,0.4415,0.6431,0.1821,0.2095
37063001705,5745,0.6027,0.8588,0.7194,0.7376,0.7674
37063001706,5395,0.4129,0.1999,0.7307,0.4994,0.4273
37063001708,4947,0.8061,0.8557,0.9547,0.8092,0.8883
37063001709,8069,0.9133,0.9489,0.9785,0.9091,0.9705
37063001710,4864,0.6652,0.8478,0.8954,0.7736,0.8114
37063001711,4649,0.8284,0.6002,0.8463,0.6956,0.7985
37063001712,5204,0.1019,0.3518,0.327,0.5161,0.233
37063001713,3344,0.2553,0.4241,0.3829,0.0587,0.1489
37063001801,8934,0.7697,0.8985,0.8927,0.6327,0.8284
37063001802,6965,0.9152,0.9731,0.9683,0.9216,0.9788
37063001806,7620,0.5924,0.6017,0.8946,0.1306,0.4898
37063001808,11342,0.1314,0.3843,0.727,0.1647,0.1905
37063001809,6732,0.4155,0.2798,0.6926,0.7168,0.5314
37063001810,4487,0.8602,0.8058,0.9634,0.6342,0.8572
37063001811,6329,0.3678,0.6073,0.8705,0.0856,0.3405
37063001900,6157,0.172,0.4892,0.4162,0.0265,0.1027
37063002007,5036,0.1193,0.5059,0.6409,0.2154,0.2235
37063002008,3767,0.0159,0.2707,0.2345,0.0053,0.0087
37063002009,4943,0.9106,0.9368,0.9898,0.7974,0.9443
37063002013,4948,0.0549,0.4123,0.6254,0.0697,0.0943
37063002015,5044,0.6413,0.563,0.75,0.9512,0.7924
37063002019,4752,0.1917,0.0636,0.364,0.3052,0.1333
37063002020,9920,0.0186,0.1011,0.6624,0.0905,0.0409
37063002021,4898,0.1045,0.3866,0.7908,0.6092,0.3436
37063002022,4601,0.5735,0.3124,0.8131,0.6755,0.6182
37063002023,2860,0.1379,0.1496,0.5725,0.5044,0.2314
37063002024,6115,0.0311,0.0602,0.4974,0.075,0.0295
37063002025,6443,0.3648,0.6747,0.8769,0.3234,0.5015
37063002026,8827,0.9163,0.6528,0.9502,0.9156,0.9227
37063002029,4146,0.061,0.2079,0.5468,0.6554,0.2383
37063002030,4295,0.0523,0.2238,0.4241,0.2348,0.1061
37063002031,2292,0.5432,0.0958,0.8573,0.145,0.2989
37063002032,2500,0.8083,0.2207,0.8939,0.8455,0.7572
37063002033,4266,0.1386,0.4767,0.3214,0.4203,0.2564
37063002034,6112,0.5383,0.1128,0.7364,0.2673,0.3542
37063002035,6561,0.0894,0.0545,0.8063,0.1916,0.0981
37063002036,3218,0.3064,0.1874,0.7889,0.5964,0.4144
37063002037,6192,0.2345,0.0913,0.8131,0.5725,0.3106
37063002038,6399,0.1856,0.1632,0.7557,0.1984,0.1833
37063002100,9548,0.317,0.2881,0.5631,0.4048,0.3458
37063002200,2513,0.2348,0.0322,0.4547,0.8372,0.2951
37063002300,2228,0.9102,0.4264,0.8648,0.8807,0.8693
37063980100,0,NA,NA,NA,NA,NA
37065020200,5125,0.8568,0.4813,0.9388,0.8762,0.8538
37065020300,5228,0.9049,0.4737,0.9392,0.8898,0.8841
37065020400,4533,0.6538,0.9016,0.9864,0.2446,0.6932
37065020600,2208,0.9348,0.5725,0.9086,0.8569,0.8985
37065020700,1672,0.8102,0.4354,0.9143,0.4733,0.7023
37065020800,3366,0.8716,0.6161,0.7458,0.543,0.7701
37065020900,2090,0.8848,0.7175,0.9807,0.9682,0.9371
37065021000,3008,0.5201,0.8747,0.8682,0.8508,0.7981
37065021100,3845,0.6057,0.9803,0.8773,0.7387,0.85
37065021200,4948,0.5617,0.7084,0.6182,0.4975,0.6318
37065021300,4393,0.5989,0.6645,0.6375,0.6357,0.6803
37065021400,3352,0.6697,0.713,0.2662,0.276,0.5485
37065021500,2791,0.8311,0.9023,0.7489,0.3135,0.7606
37065021600,2508,0.6553,0.1295,0.4739,0.2147,0.3553
37067000100,3205,0.2045,0.0087,0.6005,0.8277,0.2159
37067000200,1217,0.9837,0.2537,0.7628,0.7686,0.8439
37067000301,1993,0.997,0.9527,0.997,0.6668,0.9746
37067000302,1549,0.9864,0.9773,0.9773,0.8478,0.9902
37067000400,3215,0.9951,0.9905,0.9985,0.8584,0.9962
37067000500,2379,0.9852,0.9288,0.9962,0.9235,0.9871
37067000600,2688,0.9936,0.8898,0.9989,0.9224,0.9848
37067000700,1853,0.9693,0.986,0.9887,0.8497,0.9856
37067000801,3130,0.9636,0.125,0.8984,0.9928,0.908
37067000802,2431,0.883,0.7588,0.8837,0.9652,0.9333
37067000900,3599,0.9542,0.2071,0.8006,0.9769,0.8913
37067001000,4174,0.4534,0.3605,0.523,0.5312,0.4701
37067001100,2566,0.6663,0.0174,0.3191,0.8148,0.4284
37067001200,2083,0.1004,0.5445,0.0876,0.7274,0.3182
37067001300,4662,0.4,0.0345,0.5159,0.9311,0.4489
37067001400,3827,0.9943,0.3188,0.943,0.8822,0.9121
37067001500,4508,0.933,0.9417,0.9328,0.8334,0.958
37067001601,3461,0.8799,0.7721,0.9811,0.8183,0.9049
37067001602,2755,0.8981,0.9606,0.989,0.6842,0.9284
37067001700,5725,0.8303,0.8061,0.9777,0.6339,0.8413
37067001800,3911,0.917,0.7448,0.9849,0.8251,0.917
37067001901,1780,0.914,0.8376,0.9422,0.6869,0.8992
37067001902,1968,0.6875,0.2806,0.5544,0.4551,0.5455
37067002001,2422,0.911,0.9269,0.8905,0.8482,0.9436
37067002002,4186,0.9496,0.9659,0.9192,0.5612,0.9265
37067002100,2217,0.2333,0.1761,0.372,0.613,0.3049
37067002200,3512,0.2542,0.4453,0.3478,0.4339,0.3299
37067002501,2750,0.1845,0.0803,0.1314,0.0636,0.0492
37067002502,3090,0.0644,0.3616,0.0151,0.095,0.0621
37067002601,2946,0.0598,0.5184,0.2832,0.0466,0.072
37067002604,5666,0.0557,0.705,0.386,0.4245,0.261
37067002605,2209,0.2746,0.8902,0.6167,0.3703,0.5057
37067002606,4085,0.5985,0.4434,0.6431,0.3366,0.5152
37067002701,7503,0.7061,0.6732,0.9184,0.7524,0.7845
37067002702,5254,0.8864,0.6157,0.8667,0.78,0.8614
37067002704,2611,0.7542,0.042,0.9264,0.8894,0.6686
37067002705,3087,0.6723,0.1571,0.7965,0.9807,0.7432
37067002801,4734,0.1686,0.1189,0.2625,0.0735,0.0655
37067002804,3983,0.8977,0.869,0.7693,0.2185,0.7591
37067002806,3142,0.8867,0.6535,0.8867,0.9981,0.9606
37067002807,5397,0.3705,0.5619,0.5404,0.1446,0.3284
37067002808,4087,0.5182,0.061,0.3875,0.2938,0.2629
37067002809,3290,0.2258,0.5055,0.6073,0.0307,0.1481
37067002901,5112,0.8473,0.7936,0.7458,0.7819,0.8659
37067002903,4006,0.6102,0.3502,0.6639,0.7319,0.6443
37067002904,1999,0.4311,0.6032,0.1477,0.4669,0.4481
37067003002,4310,0.5814,0.4635,0.7859,0.5013,0.5928
37067003003,4022,0.5742,0.7384,0.5072,0.4195,0.6015
37067003004,3583,0.2386,0.309,0.2832,0.766,0.3973
37067003103,5132,0.1905,0.4544,0.2035,0.3237,0.2345
37067003105,4014,0.6455,0.6869,0.3784,0.2283,0.525
37067003106,3717,0.5515,0.1715,0.1582,0.407,0.3564
37067003107,4168,0.1958,0.3972,0.4403,0.1522,0.1864
37067003108,3650,0.8295,0.9743,0.5344,0.9371,0.9311
37067003201,5213,0.4061,0.4407,0.4381,0.5229,0.453
37067003202,4290,0.6674,0.9436,0.6858,0.8963,0.8705
37067003307,4033,0.114,0.3275,0.4838,0.3964,0.2186
37067003308,8350,0.2758,0.6736,0.4547,0.1685,0.3091
37067003309,5438,0.8939,0.9031,0.8108,0.8069,0.9205
37067003310,4883,0.6155,0.4638,0.8557,0.2113,0.5042
37067003311,2137,0.208,0.4487,0.4838,0.1284,0.1943
37067003312,4067,0.3307,0.582,0.4094,0.5767,0.475
37067003313,1392,0.4144,0.7444,0.3678,0.6206,0.5784
37067003314,3188,0.1572,0.223,0.375,0.0977,0.1023
37067003315,3595,0.5905,0.6664,0.4936,0.7433,0.6902
37067003402,3138,0.4515,0.4002,0.3731,0.4631,0.4375
37067003403,2429,0.8739,0.8209,0.8346,0.7456,0.8845
37067003404,4407,0.9924,0.8879,0.9607,0.8228,0.975
37067003500,8393,0.9629,0.9667,0.9071,0.6263,0.942
37067003600,7531,0.6167,0.8107,0.7806,0.5452,0.7129
37067003701,4426,0.7795,0.6997,0.8459,0.2859,0.6848
37067003702,5798,0.7087,0.7531,0.6824,0.1473,0.575
37067003703,7836,0.5273,0.6388,0.7247,0.3101,0.5462
37067003803,4265,0.3663,0.0916,0.5937,0.4445,0.3034
37067003804,4588,0.2962,0.2764,0.3274,0.5911,0.3591
37067003805,6411,0.7848,0.4885,0.6756,0.309,0.6189
37067003806,3486,0.7932,0.978,0.4403,0.245,0.7322
37067003903,4342,0.9004,0.7509,0.642,0.9152,0.9061
37067003904,6723,0.1955,0.3635,0.5317,0.593,0.3587
37067003905,4826,0.4246,0.8065,0.6046,0.6532,0.6477
37067003906,3493,0.0303,0.5142,0.2066,0.031,0.0458
37067003908,3683,0.0152,0.2522,0.1877,0.0045,0.0076
37067003909,3737,0.1417,0.3635,0.122,0.1333,0.114
37067004005,4875,0.0803,0.4597,0.1088,0.248,0.1379
37067004007,8186,0.2148,0.4116,0.4094,0.0303,0.1076
37067004009,5085,0.0886,0.4695,0.4505,0.1253,0.1314
37067004010,5401,0.1178,0.0572,0.5434,0.1746,0.086
37067004011,5978,0.2549,0.4381,0.1605,0.3283,0.2583
37067004012,5663,0.3095,0.6668,0.361,0.2832,0.3705
37067004013,3441,0.2508,0.6577,0.3977,0.7312,0.5102
37067004014,3671,0.233,0.4805,0.2957,0.4695,0.3322
37067004015,4786,0.2186,0.8387,0.4569,0.2045,0.3519
37067004102,2813,0.3826,0.6361,0.1767,0.443,0.4352
37067004103,4858,0.0314,0.5456,0.435,0.1128,0.1053
37067004104,4321,0.1375,0.7626,0.4203,0.0435,0.1583
37069060100,5095,0.7894,0.8936,0.6254,0.6592,0.8125
37069060200,3202,0.4803,0.4623,0.4592,0.2806,0.4136
37069060301,5558,0.808,0.8485,0.7934,0.9886,0.9352
37069060302,2549,0.8087,0.9228,0.7889,0.9883,0.9527
37069060401,2804,0.3591,0.3809,0.5159,0.6407,0.4705
37069060403,2473,0.736,0.8073,0.6231,0.5755,0.7443
37069060404,2396,0.7208,0.9466,0.8085,0.5161,0.7943
37069060501,8854,0.3667,0.4797,0.5642,0.3226,0.3958
37069060502,9916,0.1333,0.2469,0.4615,0.2427,0.1621
37069060601,3261,0.0443,0.295,0.3229,0.27,0.1133
37069060602,6831,0.5163,0.6285,0.3576,0.6755,0.6083
37069060701,1256,0.8027,0.4396,0.6526,0.3241,0.6186
37069060702,2453,0.3913,0.9004,0.6125,0.0674,0.4019
37069060703,2855,0.4102,0.7459,0.1405,0.231,0.3898
37069060801,4677,0.6939,0.7823,0.7311,0.9269,0.8447
37069060802,5500,0.6398,0.4699,0.5306,0.4086,0.5538
37071030103,1284,0.3341,0.7974,0.0336,0.2685,0.3697
37071030104,2479,0.5402,0.337,0.4181,0.0742,0.2621
37071030105,3016,0.397,0.1749,0.4403,0.4199,0.3352
37071030106,1124,0.0011,0.0042,0.2421,0.0788,8e-4
37071030205,4028,0.2712,0.5914,0.2217,0.4188,0.3576
37071030206,2555,0.1322,0.4464,0.6246,0.0962,0.1542
37071030207,1139,0.3799,0.5771,0.0593,0.3673,0.3655
37071030208,547,0.408,0.2192,0.0279,0.1564,0.1886
37071030209,1779,0.2557,0.3044,0.1903,0.1579,0.1686
37071030301,2523,0.5504,0.2556,0.1197,0.4805,0.4091
37071030302,2434,0.7625,0.9727,0.435,0.5479,0.797
37071030401,4302,0.303,0.167,0.0121,0.1291,0.122
37071030403,2423,0.339,0.4725,0.3576,0.1852,0.286
37071030404,2543,0.372,0.1924,0.4415,0.7527,0.4527
37071030501,2817,0.5098,0.2647,0.179,0.5922,0.4436
37071030503,2049,0.4451,0.0818,0.0755,0.0678,0.1083
